Node ID,Parent ID,Node Type,Sort Key,Path,Layer ID,Layer Name,Name,Phase,Outcome,Depends On,Parallel Safe,Projects,Files / Globs,Schema Contexts,Contracts / APIs,Gate,Acceptance,Baseline Version,Record Version,Effective From,Status,Breakdown Complete,Manual Progress,Owner,Priority,Risk,Source,Change ID,Supersedes Version,Is Current,Notes
M-02-4.2,F-02-4,Milestone,02.004.002,02 DATA > F-02-4 Retrieval > M-02-4.2 Embeddings and vector retrieval,02,DATA,Embeddings and vector retrieval,P3,"Semantic retrieval replaces keyword ranking as the default, with keyword retained as a fallback.",M-02-4.1,Yes,,,schema:data,,,A semantically related document is retrieved where keyword ranking returns nothing. | Retrieval quality is compared against KeywordContextRanker on a fixed question set.,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,Low,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
M-02-4.3,F-02-4,Milestone,02.004.003,02 DATA > F-02-4 Retrieval > M-02-4.3 RAG orchestration,02,DATA,RAG orchestration,P3,Intelligence assembles context from retrieval rather than product-supplied bundles alone.,M-02-4.2,Yes,,,,,,A turn cites a document neither the product nor the user supplied.,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,Low,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
F-02-5,02,Feature,02.005,02 DATA > F-02-5 Data Governance,02,DATA,Data Governance,P3,"Make classification, retention and lineage properties of the data rather than of whoever remembered to apply them.",,,,,,,,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,Low,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,"Classification, retention, lineage, data residency"
M-02-5.1,F-02-5,Milestone,02.005.001,02 DATA > F-02-5 Data Governance > M-02-5.1 Classification and retention,02,DATA,Classification and retention,P3,Data carries a classification and a retention rule that is actually enforced.,M-02-3.1,Yes,,,schema:data,,,A retention policy expires data on schedule and records the expiry.,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,Low,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
M-02-5.2,F-02-5,Milestone,02.005.002,02 DATA > F-02-5 Data Governance > M-02-5.2 Lineage,02,DATA,Lineage,P3,A derived record traces back to the records it was derived from.,M-02-5.1,Yes,,,schema:data,,,A knowledge item derived from three documents lists all three.,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,Low,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
F-02-6,02,Feature,02.006,"02 DATA > F-02-6 Import, Export and Synchronisation",02,DATA,"Import, Export and Synchronisation",P3,Let information enter and leave Nexus without bespoke code per source.,,,,,,,,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,Low,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,"Import/export, synchronisation"
M-02-6.1,F-02-6,Milestone,02.006.001,"02 DATA > F-02-6 Import, Export and Synchronisation > M-02-6.1 Document import and export",02,DATA,Document import and export,P3,Documents move in and out in common formats without loss of metadata.,M-02-2.1,Yes,,,,,,"A markdown, docx and pdf import preserves title, version and links.",1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,Low,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
M-02-6.2,F-02-6,Milestone,02.006.002,"02 DATA > F-02-6 Import, Export and Synchronisation > M-02-6.2 External source synchronisation",02,DATA,External source synchronisation,P3,An external repository or drive can be kept in sync as a document source.,M-02-6.1,Yes,,,,,,"A changed external file produces a new DocumentVersion, not a duplicate Document.",1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,Low,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
03,,Layer,03,03 GOVERNANCE,03,GOVERNANCE,GOVERNANCE,,"Govern Nexus and every product through structured registries of ownership, identity, compliance and lifecycle, so that what exists, who owns it, what state it is in and what obligations it carries has one authoritative answer.",,,,,,,,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,Not Assessed,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
F-03-1,03,Feature,03.001,03 GOVERNANCE > F-03-1 Product Registry,03,GOVERNANCE,Product Registry,P1,"Establish the authoritative Product record so every other layer has a real ProductId to reference. Developer's work graph cannot attribute work without it, so a minimal version lands in the Foundation Gate.",,,,,,,,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,"Product registry and product identity, ownership, classification and lifecycle registration."
M-03-1.1,F-03-1,Milestone,03.001.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record,03,GOVERNANCE,Governance schema and Product record,P1,"A Product row exists in the governance schema with a stable id, name, classification and lifecycle state, and can be read by any layer through a contract instead of a hard-coded constant.",M-01-2.1 | M-02-1.4,Yes,,,schema:governance,,GATE_A,"EF migration creates the governance schema and governance.Product table on a clean NexusPlatform database. | Creating a Product with a duplicate slug in the same tenant returns a conflict, not a second row. | GET by id returns name, slug, classification and lifecycle state for a seeded Product. | Every Product row carries the TenantId enforced by M-01-2.1 and a tenant filter test proves cross-tenant reads return empty.",1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-03-1.1.1,M-03-1.1,WorkItem,03.001.001.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.1 Product aggregate and lifecycle model,03,GOVERNANCE,Product aggregate and lifecycle model,P1,,,,Nexus.Governance.Core,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-03-1.1.1.1,WI-03-1.1.1,Task,03.001.001.001.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.1 Product aggregate and lifecycle model > T-03-1.1.1.1 Define Product aggregate with identity and slug,03,GOVERNANCE,Define Product aggregate with identity and slug,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.1.1.1.1,T-03-1.1.1.1,Subtask,03.001.001.001.001.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.1 Product aggregate and lifecycle model > T-03-1.1.1.1 Define Product aggregate with identity and slug > S-03-1.1.1.1.1 Model ProductId as a typed identifier,03,GOVERNANCE,Model ProductId as a typed identifier,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.1.1.1.2,T-03-1.1.1.1,Subtask,03.001.001.001.001.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.1 Product aggregate and lifecycle model > T-03-1.1.1.1 Define Product aggregate with identity and slug > S-03-1.1.1.1.2 Enforce slug format and per-tenant uniqueness invariant,03,GOVERNANCE,Enforce slug format and per-tenant uniqueness invariant,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-03-1.1.1.2,WI-03-1.1.1,Task,03.001.001.001.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.1 Product aggregate and lifecycle model > T-03-1.1.1.2 Define classification and lifecycle value objects,03,GOVERNANCE,Define classification and lifecycle value objects,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.1.1.2.1,T-03-1.1.1.2,Subtask,03.001.001.001.002.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.1 Product aggregate and lifecycle model > T-03-1.1.1.2 Define classification and lifecycle value objects > S-03-1.1.1.2.1 Model ProductLifecycleState as Proposed/Active/Sunsetting/Retired,03,GOVERNANCE,Model ProductLifecycleState as Proposed/Active/Sunsetting/Retired,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.1.1.2.2,T-03-1.1.1.2,Subtask,03.001.001.001.002.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.1 Product aggregate and lifecycle model > T-03-1.1.1.2 Define classification and lifecycle value objects > S-03-1.1.1.2.2 Model ProductClassification as Internal/Consumer/Business,03,GOVERNANCE,Model ProductClassification as Internal/Consumer/Business,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-03-1.1.2,M-03-1.1,WorkItem,03.001.001.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.2 Governance schema and persistence,03,GOVERNANCE,Governance schema and persistence,P1,,,,Nexus.Governance.Infrastructure,,governance,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-03-1.1.2.1,WI-03-1.1.2,Task,03.001.001.002.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.2 Governance schema and persistence > T-03-1.1.2.1 Add GovernanceDbContext mapped to the governance schema,03,GOVERNANCE,Add GovernanceDbContext mapped to the governance schema,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.1.2.1.1,T-03-1.1.2.1,Subtask,03.001.001.002.001.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.2 Governance schema and persistence > T-03-1.1.2.1 Add GovernanceDbContext mapped to the governance schema > S-03-1.1.2.1.1 Configure Product entity mapping and unique index on TenantId plus Slug,03,GOVERNANCE,Configure Product entity mapping and unique index on TenantId plus Slug,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.1.2.1.2,T-03-1.1.2.1,Subtask,03.001.001.002.001.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.2 Governance schema and persistence > T-03-1.1.2.1 Add GovernanceDbContext mapped to the governance schema > S-03-1.1.2.1.2 Register the context in platform DI with the shared NexusPlatform connection,03,GOVERNANCE,Register the context in platform DI with the shared NexusPlatform connection,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-03-1.1.2.2,WI-03-1.1.2,Task,03.001.001.002.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.2 Governance schema and persistence > T-03-1.1.2.2 Create the initial governance EF migration,03,GOVERNANCE,Create the initial governance EF migration,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.1.2.2.1,T-03-1.1.2.2,Subtask,03.001.001.002.002.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.2 Governance schema and persistence > T-03-1.1.2.2 Create the initial governance EF migration > S-03-1.1.2.2.1 Generate and review the CREATE SCHEMA plus CREATE TABLE script,03,GOVERNANCE,Generate and review the CREATE SCHEMA plus CREATE TABLE script,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.1.2.2.2,T-03-1.1.2.2,Subtask,03.001.001.002.002.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.2 Governance schema and persistence > T-03-1.1.2.2 Create the initial governance EF migration > S-03-1.1.2.2.2 Verify migration applies and rolls back on a clean database,03,GOVERNANCE,Verify migration applies and rolls back on a clean database,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-03-1.1.3,M-03-1.1,WorkItem,03.001.001.003,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.3 Product read and write contract,03,GOVERNANCE,Product read and write contract,P1,,,,Nexus.Governance.Contracts | Nexus.Governance.Core,,,IProductRegistry,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-03-1.1.3.1,WI-03-1.1.3,Task,03.001.001.003.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.3 Product read and write contract > T-03-1.1.3.1 Define product query and command contracts,03,GOVERNANCE,Define product query and command contracts,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.1.3.1.1,T-03-1.1.3.1,Subtask,03.001.001.003.001.001,"03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.3 Product read and write contract > T-03-1.1.3.1 Define product query and command contracts > S-03-1.1.3.1.1 Define GetProduct, ListProducts and RegisterProduct signatures",03,GOVERNANCE,"Define GetProduct, ListProducts and RegisterProduct signatures",P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.1.3.1.2,T-03-1.1.3.1,Subtask,03.001.001.003.001.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.3 Product read and write contract > T-03-1.1.3.1 Define product query and command contracts > S-03-1.1.3.1.2 Define ProductNotFound and DuplicateSlug failure results,03,GOVERNANCE,Define ProductNotFound and DuplicateSlug failure results,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-03-1.1.3.2,WI-03-1.1.3,Task,03.001.001.003.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.3 Product read and write contract > T-03-1.1.3.2 Implement and test the registry service,03,GOVERNANCE,Implement and test the registry service,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.1.3.2.1,T-03-1.1.3.2,Subtask,03.001.001.003.002.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.3 Product read and write contract > T-03-1.1.3.2 Implement and test the registry service > S-03-1.1.3.2.1 Implement the service over GovernanceDbContext,03,GOVERNANCE,Implement the service over GovernanceDbContext,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.1.3.2.2,T-03-1.1.3.2,Subtask,03.001.001.003.002.002,"03 GOVERNANCE > F-03-1 Product Registry > M-03-1.1 Governance schema and Product record > WI-03-1.1.3 Product read and write contract > T-03-1.1.3.2 Implement and test the registry service > S-03-1.1.3.2.2 Add integration tests covering create, read, duplicate and cross-tenant cases",03,GOVERNANCE,"Add integration tests covering create, read, duplicate and cross-tenant cases",P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
M-03-1.2,F-03-1,Milestone,03.001.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.2 IProductRegistry relocated to Governance,03,GOVERNANCE,IProductRegistry relocated to Governance,P1,IProductRegistry no longer lives under Nexus.Platform.Contracts/Identity; it is owned by Nexus.Governance.Contracts and every caller compiles against the new location.,M-03-1.1,No,,,,,GATE_A,No file named IProductRegistry.cs remains under Nexus.Platform.Contracts/Identity. | Solution-wide build succeeds with zero references to the old namespace. | A grep for the old namespace string across the repository returns no hits outside the migration note.,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,High,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-03-1.2.1,M-03-1.2,WorkItem,03.001.002.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.2 IProductRegistry relocated to Governance > WI-03-1.2.1 Move the contract,03,GOVERNANCE,Move the contract,P1,,,,Nexus.Governance.Contracts | Nexus.Platform.Contracts,,,IProductRegistry,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-03-1.2.1.1,WI-03-1.2.1,Task,03.001.002.001.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.2 IProductRegistry relocated to Governance > WI-03-1.2.1 Move the contract > T-03-1.2.1.1 Relocate IProductRegistry into Nexus.Governance.Contracts,03,GOVERNANCE,Relocate IProductRegistry into Nexus.Governance.Contracts,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.2.1.1.1,T-03-1.2.1.1,Subtask,03.001.002.001.001.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.2 IProductRegistry relocated to Governance > WI-03-1.2.1 Move the contract > T-03-1.2.1.1 Relocate IProductRegistry into Nexus.Governance.Contracts > S-03-1.2.1.1.1 Move the file and change its namespace to Nexus.Governance.Contracts,03,GOVERNANCE,Move the file and change its namespace to Nexus.Governance.Contracts,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.2.1.1.2,T-03-1.2.1.1,Subtask,03.001.002.001.001.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.2 IProductRegistry relocated to Governance > WI-03-1.2.1 Move the contract > T-03-1.2.1.1 Relocate IProductRegistry into Nexus.Governance.Contracts > S-03-1.2.1.1.2 Reconcile the seed signature with the M-03-1.1 contract shape,03,GOVERNANCE,Reconcile the seed signature with the M-03-1.1 contract shape,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-03-1.2.1.2,WI-03-1.2.1,Task,03.001.002.001.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.2 IProductRegistry relocated to Governance > WI-03-1.2.1 Move the contract > T-03-1.2.1.2 Remove the identity-layer copy and its DI registration,03,GOVERNANCE,Remove the identity-layer copy and its DI registration,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.2.1.2.1,T-03-1.2.1.2,Subtask,03.001.002.001.002.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.2 IProductRegistry relocated to Governance > WI-03-1.2.1 Move the contract > T-03-1.2.1.2 Remove the identity-layer copy and its DI registration > S-03-1.2.1.2.1 Delete the old file and any identity-layer stub implementation,03,GOVERNANCE,Delete the old file and any identity-layer stub implementation,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.2.1.2.2,T-03-1.2.1.2,Subtask,03.001.002.001.002.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.2 IProductRegistry relocated to Governance > WI-03-1.2.1 Move the contract > T-03-1.2.1.2 Remove the identity-layer copy and its DI registration > S-03-1.2.1.2.2 Move the DI registration into the Governance module,03,GOVERNANCE,Move the DI registration into the Governance module,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-03-1.2.2,M-03-1.2,WorkItem,03.001.002.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.2 IProductRegistry relocated to Governance > WI-03-1.2.2 Update call sites,03,GOVERNANCE,Update call sites,P1,,,,Nexus.Platform.Contracts,,,IProductRegistry,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-03-1.2.2.1,WI-03-1.2.2,Task,03.001.002.002.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.2 IProductRegistry relocated to Governance > WI-03-1.2.2 Update call sites > T-03-1.2.2.1 Repoint every consumer to the Governance namespace,03,GOVERNANCE,Repoint every consumer to the Governance namespace,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.2.2.1.1,T-03-1.2.2.1,Subtask,03.001.002.002.001.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.2 IProductRegistry relocated to Governance > WI-03-1.2.2 Update call sites > T-03-1.2.2.1 Repoint every consumer to the Governance namespace > S-03-1.2.2.1.1 Update using directives and project references across the solution,03,GOVERNANCE,Update using directives and project references across the solution,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.2.2.1.2,T-03-1.2.2.1,Subtask,03.001.002.002.001.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.2 IProductRegistry relocated to Governance > WI-03-1.2.2 Update call sites > T-03-1.2.2.1 Repoint every consumer to the Governance namespace > S-03-1.2.2.1.2 Add a layering test asserting Platform does not reference Governance,03,GOVERNANCE,Add a layering test asserting Platform does not reference Governance,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
M-03-1.3,F-03-1,Milestone,03.001.003,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.3 Product ownership and lifecycle transitions,03,GOVERNANCE,Product ownership and lifecycle transitions,P1,"Each Product has a named owner resolved against a real identity, and lifecycle state changes only through validated transitions that leave an audit record.",M-03-1.1 | M-01-1.2 | M-01-3.1,Yes,,,schema:governance,,GATE_A,"Registering ownership with a UserId that identity cannot resolve is rejected. | A transition from Retired to Active is rejected; Active to Sunsetting succeeds. | Every accepted transition writes one audit entry containing actor, from-state, to-state and timestamp. | A caller without the product-admin permission from M-01-3.1 receives 403 on transition and ownership endpoints.",1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-03-1.3.1,M-03-1.3,WorkItem,03.001.003.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.3 Product ownership and lifecycle transitions > WI-03-1.3.1 Ownership records,03,GOVERNANCE,Ownership records,P1,,,,Nexus.Governance.Core | Nexus.Governance.Infrastructure,,governance,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-03-1.3.1.1,WI-03-1.3.1,Task,03.001.003.001.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.3 Product ownership and lifecycle transitions > WI-03-1.3.1 Ownership records > T-03-1.3.1.1 Model ProductOwnership against identity principals,03,GOVERNANCE,Model ProductOwnership against identity principals,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.3.1.1.1,T-03-1.3.1.1,Subtask,03.001.003.001.001.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.3 Product ownership and lifecycle transitions > WI-03-1.3.1 Ownership records > T-03-1.3.1.1 Model ProductOwnership against identity principals > S-03-1.3.1.1.1 Define owner role values Accountable and Delegate,03,GOVERNANCE,Define owner role values Accountable and Delegate,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.3.1.1.2,T-03-1.3.1.1,Subtask,03.001.003.001.001.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.3 Product ownership and lifecycle transitions > WI-03-1.3.1 Ownership records > T-03-1.3.1.1 Model ProductOwnership against identity principals > S-03-1.3.1.1.2 Validate UserId against the identity resolver before persisting,03,GOVERNANCE,Validate UserId against the identity resolver before persisting,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
T-03-1.3.1.2,WI-03-1.3.1,Task,03.001.003.001.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.3 Product ownership and lifecycle transitions > WI-03-1.3.1 Ownership records > T-03-1.3.1.2 Persist ownership and expose it on the product read model,03,GOVERNANCE,Persist ownership and expose it on the product read model,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.3.1.2.1,T-03-1.3.1.2,Subtask,03.001.003.001.002.001,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.3 Product ownership and lifecycle transitions > WI-03-1.3.1 Ownership records > T-03-1.3.1.2 Persist ownership and expose it on the product read model > S-03-1.3.1.2.1 Add the ProductOwnership table and EF migration,03,GOVERNANCE,Add the ProductOwnership table and EF migration,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
S-03-1.3.1.2.2,T-03-1.3.1.2,Subtask,03.001.003.001.002.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.3 Product ownership and lifecycle transitions > WI-03-1.3.1 Ownership records > T-03-1.3.1.2 Persist ownership and expose it on the product read model > S-03-1.3.1.2.2 Include current owners in the GetProduct response,03,GOVERNANCE,Include current owners in the GetProduct response,P1,,,,,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,Yes,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
WI-03-1.3.2,M-03-1.3,WorkItem,03.001.003.002,03 GOVERNANCE > F-03-1 Product Registry > M-03-1.3 Product ownership and lifecycle transitions > WI-03-1.3.2 Lifecycle transition rules,03,GOVERNANCE,Lifecycle transition rules,P1,,,,Nexus.Governance.Core,,,,GATE_A,,1.0,1.0,2026-08-25,Planned,No,,Unassigned,High,Not Assessed,nexus-roadmap.yaml v2.2,CHG-20260825-001,,Yes,
